OID_,Value,Count,shawn_ltas_r,LC16_BPS_200,LC20_EVT_220,MAP_UNIT_S,MAP_UNIT_N,CONCEPT,FORESTNAME,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS,EVT_GP_N
2662,2662,356.000000000000000,18,2016,7321,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2663,2663,6.000000000000000,14,2016,9224,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,South-Central Interior Small Stream and Riparian Forest,Riparian,Eastern Small Stream Riparian Forests
2664,2664,46.000000000000000,16,2021,7975,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
2665,2665,1802.000000000000000,13,2026,7305,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
2666,2666,3.000000000000000,15,2017,7926,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest
2667,2667,35.000000000000000,14,2020,9312,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
2668,2668,53.000000000000000,14,2033,7321,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2669,2669,2.000000000000000,15,2020,7401,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Central Interior Highlands Calcareous Glade and Barrens Woodland,Conifer-Hardwood,Glades and Barrens
2670,2670,25.000000000000000,15,2033,7974,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
2671,2671,49.000000000000000,15,2016,7906,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Urban Evergreen Forest,Developed,Developed-Upland Evergreen Forest
2672,2672,93.000000000000000,16,2026,9315,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
2673,2673,51.000000000000000,15,2016,7457,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian,Hardwood Flatwoods
2674,2674,56.000000000000000,18,2033,7305,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
2675,2675,13.000000000000000,13,2026,7976,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
2676,2676,3.000000000000000,13,2033,7976,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
2677,2677,27.000000000000000,18,2033,9312,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
2678,2678,3.000000000000000,14,2021,9224,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,South-Central Interior Small Stream and Riparian Forest,Riparian,Eastern Small Stream Riparian Forests
2679,2679,249.000000000000000,13,2026,7977,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
2680,2680,13.000000000000000,15,2017,7975,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
2681,2681,48.000000000000000,15,2020,7296,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
2682,2682,636.000000000000000,14,2020,7974,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
2683,2683,32.000000000000000,15,2017,9314,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
2684,2684,2.000000000000000,19,2023,9317,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
2685,2685,6.000000000000000,16,2018,7909,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13110_49,North-Central Interior Dry Oak Forest and Woodland,149,149,11,9,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
2686,2686,2090.000000000000000,14,2017,7974,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
2687,2687,142.000000000000000,13,2017,7907,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
2688,2688,12.000000000000000,16,2018,7296,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13110_49,North-Central Interior Dry Oak Forest and Woodland,149,149,11,9,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
2689,2689,3.000000000000000,16,2018,7297,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13110_49,North-Central Interior Dry Oak Forest and Woodland,149,149,11,9,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
2690,2690,1.000000000000000,15,2016,7401,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Central Interior Highlands Calcareous Glade and Barrens Woodland,Conifer-Hardwood,Glades and Barrens
2691,2691,13.000000000000000,15,2026,9312,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
2692,2692,180.000000000000000,18,2016,7299,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Developed-Roads,Developed-Roads,Developed-Roads
2693,2693,2.000000000000000,19,2016,7928,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Developed Shrubland,Developed,Developed-Upland Shrubland
2694,2694,7.000000000000000,16,2020,7975,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
2695,2695,54.000000000000000,13,2017,9224,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,South-Central Interior Small Stream and Riparian Forest,Riparian,Eastern Small Stream Riparian Forests
2696,2696,23.000000000000000,18,2033,7321,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2697,2697,48.000000000000000,18,2033,9315,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
2698,2698,101.000000000000000,18,2021,7299,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Developed-Roads,Developed-Roads,Developed-Roads
2699,2699,201.000000000000000,13,2020,9224,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,South-Central Interior Small Stream and Riparian Forest,Riparian,Eastern Small Stream Riparian Forests
2700,2700,94.000000000000000,13,2023,7321,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2701,2701,478.000000000000000,13,2026,7321,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2702,2702,5133.000000000000000,18,2017,7977,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
2703,2703,1915.000000000000000,18,2016,7977,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
2704,2704,32.000000000000000,16,2020,9318,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
2705,2705,11.000000000000000,15,2021,9314,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
2706,2706,1139.000000000000000,18,2021,7977,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
2707,2707,454.000000000000000,18,2017,9817,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
2708,2708,673.000000000000000,18,2017,7299,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Developed-Roads,Developed-Roads,Developed-Roads
2709,2709,331.000000000000000,13,2023,7305,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
2710,2710,172.000000000000000,18,2016,9817,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
2711,2711,321.000000000000000,16,2017,7326,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood,Hardwood Flatwoods
2712,2712,7.000000000000000,18,2023,7321,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2713,2713,89.000000000000000,18,2021,9817,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
2714,2714,317.000000000000000,18,2016,7974,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
2715,2715,4.000000000000000,19,2036,7321,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2716,2716,1121.000000000000000,18,2017,7974,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
2717,2717,22.000000000000000,18,2016,7908,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
2718,2718,143.000000000000000,18,2017,7909,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
2719,2719,31.000000000000000,2,2036,7977,223Di06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
2720,2720,6.000000000000000,15,2026,7296,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
2721,2721,171.000000000000000,18,2017,7905,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
2722,2722,4.000000000000000,19,2026,7978,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
2723,2723,27.000000000000000,15,2020,9318,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
2724,2724,125.000000000000000,18,2017,7908,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
